regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
Africa,MAR,Morocco,2020,0,0,0,100,5742.49,1223.7,44630,5107.59,634.6,634.6,206.2,0,0,371.75,0,0,0,58.38,1625.66,48.75,32.3,,27.10475978,23.41632524,23.41632524,0,26.71489197,0.849881507,138.44,14.86,14.86,0,153.41,1.04,54.95,25.17,18.82,11.39,9.49,8.1,8.2,2.47,,,8.62,147.21,6.2,,,,,,6.2,153.41,39.89,12.25,0.21,19.95,6.13,0.1,2.72,21.72,30,920.66,237,260.9,163.4,4160.53,0,0,920.66,237,260.9,163.4,5318.19,260.6,3500,193.98,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,no,no,yes,5742.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Africa",MDG,Madagascar,1990,0,0,100,0,13693.45,21148,58180,13462.45,231,231,,0,3367,,,330,,,,,,,,,,,171,,,,,,2341.57995,,133,72,67,56,51,50,42,29,23,19,1799.58,2341.58,,,,,,,,2341.58,163.2,43.1,,76.71,20.26,,2.1,,,3417.22,179.38,2973.22,,6336.92,,786.71,,,,,,1700,,,260,240,0,20,13309.78,123.67,13029.78,0,280,0,0,no,yes,yes,yes,yes,no,no,yes,yes,yes,,,,,,,,,,,,,,,,,1,,,5,,,,,,,,,6,,
"International Tropical Timber Organization, Africa",MDG,Madagascar,2000,0,0,100,0,13030.67,18453,58180,12758.67,272,272,,0,3179,,,315,,,,,,,,,,,171,,,,,,2228.24457,,127,69,63,53,49,47,40,27,22,18,1713.25,2228.25,,,,,,,,2228.25,163.2,43.1,,76.71,20.26,,2.1,,,3346.25,175.42,4709.58,,4491.54,,307.88,,,,,,3000,,,260,240,0,20,12646.75,123.92,12366.75,0,280,0,0,no,yes,yes,yes,yes,no,no,yes,yes,yes,,118,34,84,,,,,,,,,,,,,0,,,16,,,,,,,,,16,,
"International Tropical Timber Organization, Africa",MDG,Madagascar,2010,0,0,100,0,12561.98,15688,58180,12146.98,415,415,,0,3036,,,298,,,,,,,,,,,171,,,,,,2148.09858,,120,65,60,50,46,45,38,26,21,17,1660.1,2148.1,,,,,,,,2148.1,163.2,43.1,,76.71,20.26,,2.1,,,3272.52,172.44,4709.58,,4088.17,,319.27,,,,,,4752,,,260,240,0,20,12179.95,122.03,11899.95,0,280,0,0,no,yes,yes,yes,yes,no,no,yes,yes,yes,,19,6,13,,,,,,,,,,,,,3,,,17,,,,,,,,,20,,
"International Tropical Timber Organization, Africa",MDG,Madagascar,2015,0,0,100,0,12495.89,14466,58180,12183.89,312,312,,0,2993,,,283,,,,,,,,,,,171,,,,,,2136.79719,,113,61,56,47,43,42,36,25,20,16,1677.8,2136.8,,,,,,,,2136.8,163.2,43.1,,76.71,20.26,,2.1,,,3278,171.45,4869.14,,4043.41,,133.89,,,,,,4973,,,260,240,0,20,12101.66,134.23,11821.66,0,280,0,0,no,yes,yes,yes,yes,no,no,yes,yes,yes,,8,1,7,,,,,,,,,,,,,2,,,19,,,,,,,,,21,,
"International Tropical Timber Organization, Africa",MDG,Madagascar,2020,0,0,100,0,12429.81,13244,58180,12117.81,312,312,,0,2950,,,283,,,,,,,,,,,171,,,,,,2125.49751,,108,57,52,44,40,39,36,24,19,15,1691.5,2125.5,,,,,,,,2125.5,163.2,43.1,,76.71,20.26,,2.1,,,3278,171.45,4869.14,,3964.41,,146.81,,,,,,4973,,,,,,,,,,,,,,no,yes,yes,yes,yes,no,no,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MDV,Maldives,1990,0,0,100,0,0.82,0,30,0.82,0,0,0,0,,0,0,0.04,0,26.28,0,0,,0,90,0,0,0,90,,0.0738,0,0,0,0.0738,,,,,,,,,,,,,,,,,,,,,,135,32.4,,63.45,15.23,,,,,,,,,,,0.82,,,,,,,,,0,0,0,0,0.82,0,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MDV,Maldives,2000,0,0,100,0,0.82,0,30,0.82,0,0,0,0,,0,0,0.04,0,26.28,0,0,,0,90,0,0,0,90,,0.0738,0,0,0,0.0738,,,,,,,,,,,,,,,,,,,,,,135,32.4,,63.45,15.23,,,,,,,,,,,0.82,,,,,,,,,0,0,0,0,0.82,0,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MDV,Maldives,2010,0,0,100,0,0.82,0,30,0.82,0,0,0,0,,0,0,0.04,0,26.28,0,0,,0,90,0,0,0,90,,0.0738,0,0,0,0.0738,,,,,,,,,,,,,,,,,,,,,,135,32.4,,63.45,15.23,,,,,,,,,,,0.82,,,,,,,,,0,0,0,0,0.82,0,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MDV,Maldives,2015,0,0,100,0,0.82,0,30,0.82,0,0,0,0,,0,0,0.04,0,26.28,0,0,,0,90,0,0,0,90,,0.0738,0,0,0,0.0738,,,,,,,,,,,,,,,,,,,,,,135,32.4,,63.45,15.23,,,,,,,,,,,0.82,,,,,,,,,0,0,0,0,0.82,0,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,MDV,Maldives,2020,0,0,100,0,0.82,0,30,0.82,0,0,0,0,,0,0,0.04,0,26.2,0,0,,0,90,0,0,0,90,,0.0738,0,0,0,0.0738,,,,,,,,,,,,,,,,,,,,,,135,32.4,,63.45,15.23,,,,,,,,,,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Europe, EU-27, UNECE, FOREST EUROPE",LTU,Lithuania,1990,0,100,0,0,1945,80,6265,1534.0215,410.98,0,,410.9785,20,,0,0,0,0,60,,3,,212.3177543,212.4198711,0,212.4198711,212.3393316,30,325.7,87.3,0,87.3,413,2.4,,,,,,,,,,,,,,,,,,,,,112,25.8,10,56,12.9,5,24,72,30,1412,171,160,75,127,0,,1695,171,180,1924,,,1945,,0,0,0,0,1945,,1945,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,1945,15,,,,,,,,,,,,,,,3,1,2,33,13,20,0,0,0,74,68,6,110,82,28
"International Tropical Timber Organization, Europe, EU-27, UNECE, FOREST EUROPE",LTU,Lithuania,2000,0,100,0,0,2020,83,6265,1553.784,466.22,0,,466.216,21,60.06,0,0,0,0,59,,3,,223.2614057,220.0696673,0,220.0696673,222.5247525,30.12048193,346.9,102.6,0,102.6,449.5,2.5,162.9,92,75.2,33.2,31.2,19.8,13.4,3.5,11.3,1.7,4.81,449.01,0.09,0.26,0.04,0.03,0.07,0,0.49,449.5,117.4,26.7,10,58.7,13.4,5,24,72,30,1466,178,166,78,132,0,,1867,178,225,2146,,395,2020,395,458,458,0,0,1562,,1562,0,0,0,0,no,yes,no,yes,no,yes,no,yes,no,yes,2020,14,,,,,,,,,,,,,,,2,0,2,34,3,31,79,6,73,34,1,33,149,10,139
"International Tropical Timber Organization, Europe, EU-27, UNECE, FOREST EUROPE",LTU,Lithuania,2010,0,100,0,0,2170,84,6265,1634.227,535.77,0,,535.773,26,67.5,0,0,0,0,60,,3,,230.3535555,211.6568024,0,211.6568024,225.7373272,29.76190476,376.45,113.4,0,113.4,489.85,2.5,182.76,99.05,81.8,40.66,30.96,20.77,13.27,4.21,8.47,2.45,5,489.4,0.15,0.15,0.05,0.05,0.05,0,0.45,489.85,118.9,27.3,10,59.4,13.7,5,24,72,30,1549,192,201,65,163,0,,1879,192,226,2144,,454,2170,454,803,759,44,0,1367,,1333,0,0,0,34,no,yes,no,yes,no,yes,no,yes,no,yes,2170,9,,,,,,,,,,,,,,,0,0,0,22,7,15,137,18,119,0,0,0,159,25,134
"International Tropical Timber Organization, Europe, EU-27, UNECE, FOREST EUROPE",LTU,Lithuania,2015,0,100,0,0,2187,62.1,6265,1601.9775,585.02,0,,585.0225,26.54,78.85,0,0,0,0,12.8,,4.7,,253.3743451,224.1794119,0,224.1794119,245.5647005,34.6215781,405.9,131.15,0,131.15,537.05,2.15,195.29,115.14,87.19,46.81,33.99,22.61,15.45,5.16,5.04,3.77,6.09,536.54,0.21,0.11,0.06,0.04,0.03,0.06,0.51,537.05,129.4,29.9,10,64.4,14.9,5,23.3,72,30,1560,193,204,65,165,0,,1894,193,228,2160,,460,2187,460,839,741,98,0,1348,,1314,0,0,0,34,no,yes,no,yes,no,yes,no,yes,no,yes,2187,12,,,,,,,,,,,,,,,1,0,1,38,5,33,190,36,154,0,0,0,229,41,188
"International Tropical Timber Organization, Europe, EU-27, UNECE, FOREST EUROPE",LTU,Lithuania,2020,0,100,0,0,2201,62.1,6265,1590,611,0,0,611,26.54,82.9,0,0,0,0,12.8,,4.7,,254.4716981,252.8968903,0,252.8968903,254.0345298,34.6215781,404.61,154.52,0,154.52,559.13,2.15,202.08,124.09,86.49,52.29,32.19,24.31,16.45,5.51,3.58,4.71,6.95,558.65,0.22,0.11,0.04,0.03,0.02,0.06,0.48,559.13,133.9,31,10,66.6,15.5,5,23.2,72,30,1577,135,207,59,223,0,0,1912,135,207,2170,,684,2201,684,,,,,,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, Europe, FOREST EUROPE, UNECE",LUX,Luxembourg,1990,0,100,0,0,85.8,2.8,243,57.7,28.1,0,0,28.1,0,,0,0,0,0,,,,,,,,,237.53,,,,,,20.380074,,7.44,5.42,0.62,0.57,0.21,0.15,0.1,0.09,,,,14.6,4.8,0.64,,,,,5.44,20.04,111.56,22.1,,52.43,10.49,,,,,,,,,,,85.8,,,,,,,,,,,,,,85.8,,,,,,no,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, Europe, FOREST EUROPE, UNECE",LUX,Luxembourg,2000,0,100,0,0,86.7,2.4,243,58.7,28,0,0,28,0,0.8,0,0,0,0,,,,,,,,,299.31,,,,,,25.950177,,9.47,6.9,0.79,0.73,0.27,0.19,0.13,0.11,,,,18.59,6.1,0.81,,,,,6.91,25.5,146.36,28.27,4.6,66.44,13.29,,,,,,,,,,,86.7,,,,,,,,,47.86,,,,38.84,0,38.84,0,0,0,0,no,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, Europe, FOREST EUROPE, UNECE",LUX,Luxembourg,2010,0,100,0,0,88.7,2.7,243,58.7,30,0,0,30,0,0.8,0,0,0,0,,0,,,,,,,352.4239008,,,,,,31.26,,10.55,6.76,,,,,,,,,4.9,22.21,6.76,1.43,,,,0.86,9.05,31.26,166.46,46,7.9,78.24,15.65,5,,,,,,,,,,88.7,,,,,,,,,47.9,,,,40.8,0,40.8,0,0,0,0,no,yes,no,yes,no,no,no,no,no,no,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, Europe, FOREST EUROPE, UNECE",LUX,Luxembourg,2015,0,100,0,0,88.7,2.7,243,58.7,30,0,0,30,0,0.8,0,0,0,0,0.93,0,,,,,,,368.9966178,,,,,,32.73,,,,,,,,,,,,,,,,,,,,,,173.08,33.29,7.9,81.35,16.27,,,,,,,,,,,88.7,,,,,,,,,47.9,,,,40.8,0,40.8,0,0,0,0,no,yes,no,yes,no,no,no,no,no,no,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, EU-27, Europe, FOREST EUROPE, UNECE",LUX,Luxembourg,2020,0,100,0,0,88.7,2.7,243,58.7,30,0,0,30,0,0.8,0,0,0,0,,,,,,,,,390.0789177,,,,,,34.6,,,,,,,,,,,,,,,,,,,,,,180.7,35.67,,84.93,16.99,,,,,,,,,,,88.7,,,,,,,,,,,,,,,,,,,,no,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, Asia",LAO,Lao People's Democratic Republic,1990,0,0,100,0,17843,138,23080,16237,1606,6,4.5,1600,,,,0,,,,,,,,,,,59.27,6.87,,,,,1057.55461,0.94806,121.71,104.41,95.7,35.92,23.2,22.7,8.98,1.95,1.52,0.03,641.45,1057.57,,,,,,,,1057.57,121.5,24.3,,57.11,11.42,,,,,3164,11634,2500,16,0,0,529,,,,,,,,,0,0,0,0,17843,0,,,,,17843,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, Asia",LAO,Lao People's Democratic Republic,2000,0,0,100,0,17425,136,23080,15845,1580,18,13.5,1562,,,66,0,,,,,,,,,,,59.27,6.87,,,,,1032.77975,0.93432,118.86,101.96,93.45,35.08,22.66,22.17,8.77,1.9,1.48,0.03,626.42,1032.78,,,,,,,,1032.78,121.5,24.3,,57.11,11.42,,,,,3380,10310,2815,27,0,0,,,,,,,3279.32,,,0,0,0,0,17425,,,,,,17425,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, Asia",LAO,Lao People's Democratic Republic,2010,0,0,100,0,16940.5,132,23080,15344.75,1595.75,112,84,1483.75,,,93,0,,,,,,,,,,,59.27,6.87,,,,,1004.063435,0.90684,115.56,99.12,90.86,34.1,22.03,21.55,8.52,1.85,1.44,0.03,609,1004.06,,,,,,,,1004.06,121.5,24.3,,57.11,11.42,,,,,3596,9074,3043,38,0,0,,,,,,,3304.64,,,0,0,0,0,16940.5,,,,,,16940.5,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, Asia",LAO,Lao People's Democratic Republic,2015,0,0,100,0,16768,131,23080,15084.5,1683.5,140,105,1543.5,,,90,0,,,,,,,,,,,59.27,6.87,,,,,993.83936,0.89997,114.38,98.12,89.93,33.76,21.8,21.33,8.44,1.83,1.42,0.03,602.8,993.84,,,,,,,,993.84,121.5,24.3,,57.11,11.42,,,,,3704,8456,3157,43.5,0,0,,,,,,,3262.16,,,0,0,0,0,16768,,,,,,16768,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ASEAN, Asia",LAO,Lao People's Democratic Republic,2020,0,0,100,0,16595.5,130,23080,14824.25,1771.25,168,126,1603.25,,,90,0,,,,,,,,,,,59.27,6.87,,,,,983.615285,0.8931,113.2,97.11,89,33.41,21.58,21.11,8.35,1.81,1.41,0.03,596.6,983.61,,,,,,,,983.61,121.5,24.3,,57.11,11.42,,,,,3812,7838,3271,49,0,0,1625.5,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, International Tropical Timber Organization, ASEAN",KHM,Cambodia,1990,0,0,100,0,11004.79,665.38,17652,10937.5,67.29,67.29,67.29,0,766,,31.46,79.63,,,,,,,,,,,105,,,,,,1155.50295,,,,,,,,,,,,,,,,,,,,,,69.3,38.81,,32.57,18.24,,,,,2244,0,2776,97,404,0,5483.79,,,,,,3277,,,0,0,0,0,11004.79,0,,,,,11004.79,no,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, International Tropical Timber Organization, ASEAN",KHM,Cambodia,2000,0,0,100,0,10781,639.94,17652,10681.09,99.91,99.91,99.91,0,456,,76.44,66.74,,,,,,,,,,,105,,,,,,1132.005,,,,,,,,,,,,,,,,,,,,,,69.3,38.81,,32.57,18.24,,,,,4919,6,3381,97,404,0,1974,,,,,,3184,,,0,0,0,0,10781,0,,,,,10781,no,,,,,,,,,yes,,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, International Tropical Timber Organization, ASEAN",KHM,Cambodia,2010,0,0,100,0,10589.23,574.065,17652,10434.7,154.53,154.53,154.52,0,322,,130.93,58.81,137.31,5.06,,,,,,,,,105,,,,,,1111.86915,,,,,,,,,,,,,,,,,,,,,,69.3,38.81,,32.57,18.24,,,,,3374,551,3683,97,404,0,,,,,,,3138,,,0,0,0,0,10589.23,,,,,179,10410.23,no,,,,,,,,,yes,,15.86,,,,,,,,,15.11,,,,,,,,,,,,,,,,,,,,
"Asia, International Tropical Timber Organization, ASEAN",KHM,Cambodia,2015,0,0,100,0,8846.82,557.27,17652,8302.55,544.27,544.27,540.48,0,322,,125.4,57.14,496.77,43.79,,,,,,,,,105,,,,,,928.9161,,,,,,,,,,,,,,,,,,,,,,69.3,38.81,,32.57,18.24,,,,,3374,551,3985,97,404,0,435.82,,,,,,3138,,,0,0,0,0,8846.82,0,,,,179,8667.82,no,,,,,,,,,yes,,15.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, International Tropical Timber Organization, ASEAN",KHM,Cambodia,2020,0,0,100,0,8068.37,543.72,17652,7464.4,603.97,603.97,599.78,0,322,,119.87,55.47,559.02,81.22,,,,,,,,,105,,,,,,847.17885,,,,,,,,,,,,,,,,,,,,,,69.3,38.81,,32.57,18.24,,,,,3077.12,502.52,3634.35,88.46,368.45,0,397.47,,,,,,3138,,,,,,,,,,,,,,no,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,KEN,Kenya,1990,0,0,100,0,3858.54,34850.25,56914,3705.75,152.79,152.79,152.79,0,,,56,61,0,,,,,,211,284,284,,213.8891912,,781.91325,43.39236,43.39236,0,825.3,,27.17,27.17,0,0,0,0,0,0,0,0,770.96,825.3,,,,,,,,825.3,200.38,51.63,,94.18,24.27,,,65,30,152.79,0,0,0,3705.75,0,,152,3705.75,3705.75,,,1239.09,152.79,0,2466.66,,,,1391.88,,1391.88,0,0,0,0,yes,yes,no,yes,no,yes,no,yes,no,yes,1391.88,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,KEN,Kenya,2000,0,0,100,0,3961.19,33240.61,56914,3808.4,152.79,152.79,152.79,0,,,73,60,0,,,,,,211,284,284,,213.8145355,,803.5724,43.39236,43.39236,0,846.96,,19.2,19.2,0,0,0,0,0,0,0,0,808.56,846.96,,,,,,,,846.96,200.39,51.64,,94.18,24.27,,,65,30,152.79,0,0,0,3808.4,0,,152,3808.4,3808.4,,,1152.67,152.79,0,2655.73,,,,1305.46,,1305.46,0,0,0,0,yes,yes,no,yes,no,yes,no,yes,no,yes,1305.46,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,KEN,Kenya,2010,0,0,100,0,3616.34,33099.15,56914,3463.55,152.79,152.79,152.79,0,,,59,60.5,0,,,,,,211,284,284,,214.0838527,,730.80905,43.39236,43.39236,0,774.2,,22.31,22.31,0,0,0,0,0,0,0,0,729.58,774.2,,,,,,,,774.2,200.38,51.59,,94.18,24.25,,,65,30,152.79,0,0,0,3463.55,0,0,152,3463.55,3463.55,,,1145.2,152.79,0,2318.35,,,,1297.99,0,1297.99,0,0,0,0,yes,yes,no,yes,no,yes,no,yes,no,yes,1297.99,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,KEN,Kenya,2015,0,0,100,0,3522.41,31622,56914,3369.62,152.79,152.79,152.79,0,,,60,61,0,,,,,,211,284,284,,214.1658694,,710.98982,43.39236,43.39236,0,754.38,,21.3,21.3,0,0,0,0,0,0,0,0,711.78,754.38,,,,,,,,754.38,200.38,51.58,,94.18,24.24,,,65,30,152.79,0,0,0,3369.62,0,,152,3369.62,3369.62,,,1173.5,152.79,0,2196.12,,,,1326.29,,1326.29,0,0,0,0,yes,yes,no,yes,no,yes,no,yes,no,yes,1326.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa,KEN,Kenya,2020,0,0,100,0,3611.09,32271.45,56914,3458.3,152.79,152.79,152.79,0,,,60,61,0,,,,,,211,284,284,,214.0877131,,729.7013,43.39236,43.39236,0,773.09,,18.48,18.48,0,0,0,0,0,0,0,0,736.13,773.09,,,,,,,,773.09,200.38,51.59,,94.18,24.25,,,65,30,152.79,0,0,0,3458.3,0,0,152,3458.3,3458.3,,,1178.47,152.79,0,,,,,,,,,,,,yes,yes,no,yes,no,yes,no,yes,no,yes,1331.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, Europe, UNECE, EU-27",LVA,Latvia,1990,0,100,0,0,3173,115,6218,2858.6,314.4,0,,314.4,15.23,60,0,0,0,0,21,0,3,0,139.2289932,139.9491094,0,139.9491094,139.3003467,16.95,398,44,0,44,442,1.94925,179.01,106.96,87.52,26.96,15.47,20.33,2.65,1.77,,,1.33,442,,,,,,,,442,90.5,28.96,3.21,45.25,14.48,1.61,12.14,181.7,30,2514.76,51,499.39,107.85,0,0,,2515.85,51,499.39,107.85,0,777.82,3173,777.82,32,0,32,0,3132,,3132,0,0,0,0,no,yes,no,yes,no,yes,yes,yes,no,yes,3173,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, Europe, UNECE, EU-27",LVA,Latvia,2000,0,100,0,0,3241,123,6218,2918.9,322.1,0,,322.1,15.23,84.12,0,0,0,0,29,0,3.3,0,165.4732947,167.6497982,0,167.6497982,165.689602,16.95,483,54,0,54,537,2.08485,232.4,152.1,87.8,19.2,13.3,25.8,3.3,2,,,1.1,537,,,,,,,,537,107.7,34.46,3.33,53.85,17.23,1.67,12.14,176.99,30,2601.23,71,489.65,79.12,0,0,,2602.39,71,489.65,79.12,0,560.05,3241,560.02,1463,1393,70,0,1749,,1749,0,0,0,0,no,yes,no,yes,no,yes,yes,yes,no,yes,3241,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, Europe, UNECE, EU-27",LVA,Latvia,2010,0,100,0,0,3372.12,113.8,6218,2964.46,407.66,6.57,0,401.09,14.92,147.57,0,0,0,0,29,0,5,0,194.7174012,153.7310504,0,156.2492209,189.7619302,22.8,577.23,62.67,0,62.67,639.9,2.59464,222.97,152.54,119.62,58.19,35.45,35.98,4.65,3.1,,,7.4,639.9,,,,,,,,639.9,123.34,39.47,11.34,61.67,19.74,5.67,12.14,168.77,30,2638.09,171.38,490.23,72.42,0,0,0,2638.09,171.38,490.23,72.42,0,533.31,3372.12,533.31,1604.79,1260.16,344.63,0,1761.93,5.4,1761.93,0,0,0,0,no,yes,no,yes,no,yes,yes,yes,no,yes,3372.12,18.4,2.33,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, Europe, UNECE, EU-27",LVA,Latvia,2015,0,100,0,0,3391.44,110.8,6218,2954.9,436.54,12.47,0,424.07,15.2,151.36,0,0,0,0,29,0,6.7,0,198.9976006,155.9994502,0,160.5866956,193.4605949,22.8,588.02,68.1,0,68.1,656.11,2.52624,222.63,154.54,126.39,63.05,39.47,35.88,4.61,3.06,,,6.48,656.11,,,,,,,,656.11,125.73,40.23,12.45,62.86,20.12,6.22,12.14,168.17,30,2601.64,206.38,514.1,69.32,0,0,0,2601.64,206.38,514.1,69.32,0,544.2,3391.44,544.2,1642.47,1151.05,491.42,0,1741.17,7.8,1741.17,0,0,0,0,no,yes,no,yes,no,yes,yes,yes,no,yes,3391.44,17.13,2.3,14.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, International Tropical Timber Organization, Europe, UNECE, EU-27",LVA,Latvia,2020,0,100,0,0,3410.79,107.8,6218,2945.35,465.44,18.37,0,447.07,16.98,140.5,0,0,0,0,29,0,6.7,0,203.3062172,157.9580612,0,164.4485204,197.1156242,22.8,598.81,73.52,0,73.52,672.32,2.45784,222.29,156.54,133.16,67.91,43.49,35.78,4.57,3.02,,,5.56,672.32,,,,,,,,672.32,128.13,41,10.2,64.06,20.5,5.1,12.14,168.5,30,2602.82,218.47,520.59,68.91,0,0,0,2602.82,218.47,520.59,68.91,0,559.93,3410.79,559.93,,,,,,,,,,,,no,yes,no,yes,no,yes,yes,yes,no,yes,3410.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, International Tropical Timber Organization, Asia",KOR,Republic of Korea,1990,0,88,0,12,6551,0,9744.5,4641.81,1909.19,1909.19,507,0,,47,20,0,0,0,132,0,,,,,,,37.92245459,,,,,,248.43,,,,,,,,,,,,,,,,,,,,,,31.29,9.83,,15.64,4.91,,,,30,2403,1462,1221,345,605,515,0,,,,,,218,3737,,4716,,,,1835,0,1763,17,30,25,0,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, International Tropical Timber Organization, Asia",KOR,Republic of Korea,2000,0,88,0,12,6476,0,9744.5,4403.68,2072.32,2072.32,550.408192,0,,32,21,0,0,0,169,0,,,,,,,63.46,,,,,,410.96696,,,,,,,,,,,,,,,,,,,,,,58.68,18.64,,29.34,9.32,,,,30,2375,1446,1305,341,598,411,,,,,,,337,3740,,4550,,,,1926,,1854,11,37,24,0,no,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,,,,,,,50,,,196,,,1553,,,2855,,,4654,,
